"Date","LongName","Distributed","Doses Administered","Administered_Dose1_Recip","% total population with at least 1 shot","Administered_Dose1_Recip_12Plus","% population over 12 with at least 1 shot","Administered_Dose1_Recip_18Plus","% of adults with at least 1 shot","Administered_Dose1_Recip_65Plus","% of seniors with at least 1 shot","Series_Complete_Yes","% total population fully vaccinated","Series_Complete_12Plus","% population over 12 fully vaccinated","Series_Complete_18Plus","% of adults fully vaccinated","Series_Complete_65Plus","% of seniors fully vaccinated","Percent.Of.Distributed.Administered"
2021-10-08,"New Jersey",14267635,11733172,6502438,73.2,6501608,85.3,6034628,86.9,1413366,95.8,5769707,65,5769506,75.7,5368254,77.3,1280678,86.8,82.2
2021-10-08,"New Mexico",3015045,2829941,1533448,73.1,1533140,85.8,1412734,87.2,376219,99.6,1334938,63.7,1334851,74.7,1233518,76.1,339357,89.9,93.9
2021-10-08,"Nevada",4113230,3464385,1893416,61.5,1893316,72.2,1770008,74.1,439591,88.6,1582597,51.4,1582558,60.4,1490302,62.4,386607,77.9,84.2
2021-10-08,"New York",30154585,26331713,14026585,72.1,14024797,83.6,13119604,85.1,3047614,92.5,12541761,64.5,12540991,74.8,11761155,76.2,2780325,84.4,87.3
2021-10-08,"Ohio",15366135,12336137,6399187,54.7,6398943,64,6027676,66.2,1786758,87.3,5937051,50.8,5936959,59.4,5611090,61.6,1710656,83.6,80.3
2021-10-08,"Oklahoma",5114950,4247608,2266529,57.3,2266296,68.2,2121995,70.6,589768,92.9,1911983,48.3,1911914,57.5,1795280,59.7,511233,80.5,83
2021-10-08,"Oregon",6869705,5338905,2830273,67.1,2822207,77.4,2640935,78.8,700628,91.5,2593020,61.5,2587283,70.9,2428368,72.5,663462,86.6,77.7
2021-10-08,"Pennsylvania",19691235,16551120,9456242,73.9,9452565,85.3,8894578,87.5,2691784,99.9,7497640,58.6,7496001,67.6,7075314,69.6,2117667,88.5,84.1
2021-10-08,"Puerto Rico",4964790,4764407,2555984,80,2554709,89.7,2352963,89.8,618347,91,2282713,71.5,2282327,80.1,2107589,80.4,557072,82,96
2021-10-08,"Rhode Island",1730845,1489433,806391,76.1,806259,86.9,751820,87.9,189937,99.9,732505,69.1,732457,79,684922,80.1,177301,94.8,86.1
2021-10-08,"South Carolina",7044525,5394101,2878509,55.9,2873560,65,2712197,67.2,859488,91.7,2478549,48.1,2475688,56,2344824,58.1,763673,81.5,76.6
2021-10-08,"South Dakota",1220015,975953,530177,59.9,530121,71.8,494734,74.1,148566,97.8,461422,52.2,461407,62.5,435092,65.2,134912,88.8,80
2021-10-08,"Tennessee",8814240,7049724,3638137,53.3,3637402,62.3,3442399,64.7,983674,86,3155230,46.2,3155050,54.1,3002019,56.4,899565,78.7,80
2021-10-08,"Texas",42562355,32939626,17427383,60.1,17421587,72.3,15943083,73.8,3291017,88.1,15035159,51.9,15033275,62.4,13847285,64.1,2970972,79.6,77.4
2021-10-08,"United States",485713525,400669422,216573911,65.2,216341126,76.3,201758782,78.1,51862523,94.6,186917921,56.3,186785138,65.9,174791565,67.7,45879237,83.7,82.5
2021-10-08,"Utah",4113670,3504509,1912502,59.7,1911835,73.8,1732608,76.2,347567,95,1656346,51.7,1656023,63.9,1508267,66.3,307157,84,85.2
2021-10-08,"Virginia",13031455,11097362,5898421,69.1,5880079,80.5,5449487,81.6,1289983,94.9,5231142,61.3,5219076,71.4,4842821,72.6,1170244,86.1,85.2
2021-10-08,"Vermont",1075350,917788,488687,78.3,488324,88.6,455849,89.4,129808,99.9,437363,70.1,437327,79.4,408691,80.1,119871,95.9,85.3
2021-10-08,"Washington",11675975,9798601,5169094,67.9,5168177,79.5,4817758,80.9,1139375,94.2,4709138,61.8,4708864,72.4,4401293,73.9,1072616,88.7,83.9
2021-10-08,"Wisconsin",7710425,6936268,3580154,61.5,3579612,71.6,3352082,73.6,962759,94.6,3322774,57.1,3322584,66.5,3126415,68.6,925185,91,90
2021-10-08,"West Virginia",3032115,1567789,868097,48.4,867466,55.7,824572,57.6,293227,79.9,728103,40.6,727805,46.7,696822,48.6,262300,71.5,51.7
2021-10-08,"Wyoming",690105,534368,284600,49.2,284561,58,268909,60.4,83720,84.4,244957,42.3,244946,49.9,232967,52.3,76992,77.6,77.4
2021-10-09,"Alaska",1093025,812327,423561,57.9,422217,69.3,391896,71.1,79619,86.9,374363,51.2,373497,61.3,347952,63.1,74353,81.2,74.3
2021-10-09,"Alabama",6858210,4630089,2609534,53.2,2609133,62.3,2472026,64.8,739638,87,2128926,43.4,2128849,50.8,2027036,53.1,641818,75.5,67.5
2021-10-09,"Arkansas",4178290,3092442,1698853,56.3,1695033,66.3,1580844,68.2,451158,86.1,1397729,46.3,1396240,54.6,1306007,56.4,386089,73.7,74
2021-10-09,"Arizona",10172860,8393061,4361465,59.9,4360496,70.3,4054426,71.9,1172657,89.6,3768114,51.8,3767732,60.7,3515644,62.4,1028607,78.6,82.5
2021-10-09,"California",59727285,51722146,28702459,72.6,28621721,85.1,26502018,86.6,5895595,99.9,23606861,59.7,23557908,70,21821509,71.3,4751003,81.4,86.6
2021-10-09,"Colorado",8414945,7311177,3809280,66.1,3797410,76.9,3529224,78.4,774529,91.9,3456105,60,3447983,69.9,3210161,71.3,710134,84.3,86.9
2021-10-09,"Connecticut",5766015,5150595,2750654,77.2,2749318,88.5,2543285,89.6,638645,99.9,2474824,69.4,2474352,79.7,2297465,81,583646,92.6,89.3
2021-10-09,"District of Columbia",1242045,1018485,507120,71.9,507004,83.1,482390,83.5,82917,94.9,429440,60.8,429389,70.4,411831,71.3,73699,84.4,82
2021-10-09,"Delaware",1582875,1234536,654870,67.3,654683,78,613926,79.7,186701,98.8,568801,58.4,568748,67.7,534274,69.4,166208,88,78
2021-10-09,"Florida",33590905,27373497,14528401,67.6,14520283,77.7,13702932,79.4,4368370,97.1,12505089,58.2,12503347,66.9,11841256,68.7,3828155,85.1,81.5
2021-10-09,"Georgia",14885345,10937587,5900661,55.6,5898350,65.6,5507266,67.9,1333855,87.9,4932664,46.5,4932116,54.9,4643097,57.2,1170442,77.2,73.5
2021-10-09,"Hawaii",2397220,1906634,1093979,77.3,1090157,90,1017999,91.2,279276,99.9,828457,58.5,826940,68.3,780399,69.9,232694,86.7,79.5
2021-10-09,"Iowa",4353845,3531820,1848139,58.6,1848049,69.1,1732124,71.3,511133,92.4,1719270,54.5,1719243,64.2,1617609,66.6,491446,88.9,81.1
2021-10-09,"Idaho",2300470,1614169,853579,47.8,0,0,851227,63.6,252862,87,756928,42.4,0,0,755399,56.4,236089,81.2,70.2
2021-10-09,"Illinois",18394225,15622179,8773286,69.2,8747295,80.7,8105801,82.3,1971730,96.5,6866236,54.2,6851640,63.2,6383025,64.8,1609990,78.8,84.9
2021-10-09,"Indiana",8572950,6908981,3554195,52.8,3553804,62.3,3337294,64.6,945129,87,3296642,49,3296488,57.8,3110213,60.2,913747,84.2,80.6
2021-10-09,"Kansas",3995115,3157449,1767179,60.7,1767039,72.1,1646271,74.4,473806,99.6,1509797,51.8,1509771,61.6,1411579,63.8,404519,85.1,79
2021-10-09,"Kentucky",5963495,5070117,2750987,61.6,2750562,72.3,2584189,74.6,709970,94.6,2382294,53.3,2382223,62.6,2247829,64.9,633274,84.4,85
2021-10-09,"Louisiana",5912580,4638164,2433026,52.3,2432748,62,2294813,64.4,644431,87,2145068,46.1,2144959,54.7,2036977,57.2,612697,82.7,78.4
2021-10-09,"Massachusetts",11242770,9975562,5391906,78.2,5375063,89.3,4999127,90.2,1192755,99.9,4718361,68.5,4706828,78.2,4385853,79.2,1043486,89.2,88.7
2021-10-09,"Maryland",10235470,8134406,4316209,71.4,4315580,83.6,3984515,84.6,930386,97,3916875,64.8,3916662,75.9,3628758,77,871434,90.8,79.5
2021-10-09,"Maine",2209830,1859161,1005290,74.8,1005178,84.8,946454,86.4,285529,99.9,928926,69.1,928890,78.4,876406,80,267595,93.8,84.1
2021-10-09,"Michigan",13858110,10916450,5708654,57.2,5708225,66.4,5374831,68.5,1569839,88.9,5253381,52.6,5253263,61.1,4958323,63.2,1482360,84,78.8
2021-10-09,"Minnesota",8052850,6834187,3611876,64,3600705,75.4,3351141,77.3,882344,95.9,3312936,58.7,3304839,69.2,3074352,70.9,832108,90.4,84.9
2021-10-09,"Missouri",8020505,6461027,3406449,55.5,3406034,65.1,3201181,67.2,927236,87.3,2982676,48.6,2982602,57,2813029,59,843110,79.4,80.6
2021-10-09,"Mississippi",3896935,2841035,1509277,50.7,1509049,59.8,1415584,62.2,412847,84.8,1315147,44.2,1315073,52.2,1241529,54.5,383248,78.7,72.9
2021-10-09,"Montana",1388235,1120801,592608,55.4,592462,64.6,558810,66.5,180927,87.6,524741,49.1,524693,57.2,497355,59.2,167505,81.1,80.7
2021-10-09,"North Carolina",14821450,11674680,6415445,61.2,6406597,71.3,6006130,73.4,1676673,95.8,5357284,51.1,5351956,59.6,5031042,61.4,1416304,80.9,78.8
2021-10-09,"North Dakota",955150,766061,394696,51.8,394077,61.8,373395,64.2,105748,88.2,342089,44.9,341742,53.6,324796,55.8,92886,77.5,80.2
2021-10-09,"Nebraska",2638790,2220772,1158913,59.9,1158630,71.6,1077167,73.9,288508,92.3,1067981,55.2,1067893,66,995818,68.3,275834,88.3,84.2
2021-10-09,"New Hampshire",2190590,1829623,973014,71.6,972339,81.1,914263,82.8,270433,99.9,842567,62,842358,70.3,794066,71.9,224748,88.5,83.5
2021-10-09,"New Jersey",14299765,11758004,6509621,73.3,6508791,85.4,6041205,87,1415138,95.9,5776317,65,5776116,75.8,5373901,77.4,1281388,86.8,82.2
2021-10-09,"New Mexico",3023035,2845921,1536800,73.3,1536492,86,1415805,87.3,377267,99.9,1337808,63.8,1337721,74.8,1235974,76.2,339786,90,94.1
2021-10-09,"Nevada",4118950,3473208,1896367,61.6,1896267,72.3,1772763,74.3,440227,88.8,1585164,51.5,1585125,60.5,1492639,62.5,386881,78,84.3
2021-10-09,"New York",30256705,26370560,14037609,72.2,14035818,83.7,13129914,85.1,3050804,92.6,12551889,64.5,12551118,74.8,11770101,76.3,2781414,84.4,87.2
2021-10-09,"Ohio",15400305,12369694,6406088,54.8,6405844,64.1,6034012,66.2,1787844,87.4,5944694,50.9,5944602,59.4,5617840,61.7,1711667,83.6,80.3
2021-10-09,"Oklahoma",5131160,4259773,2270436,57.4,2270203,68.3,2125700,70.7,590809,93,1915359,48.4,1915290,57.6,1798278,59.8,511696,80.6,83
2021-10-09,"Oregon",6886515,5353529,2833379,67.2,2825313,77.5,2643790,78.9,701216,91.5,2596621,61.6,2590884,71,2431607,72.6,663884,86.7,77.7
2021-10-09,"Pennsylvania",19735145,16612413,9488434,74.1,9484749,85.6,8925719,87.8,2705013,99.9,7512952,58.7,7511311,67.8,7089143,69.7,2121048,88.6,84.2
2021-10-09,"Puerto Rico",4965770,4764543,2556161,80,2554886,89.7,2353139,89.8,618405,91,2282791,71.5,2282405,80.1,2107663,80.4,557085,82,95.9
2021-10-09,"Rhode Island",1739855,1492536,807568,76.2,807434,87.1,752902,88.1,190228,99.9,733694,69.3,733645,79.1,685981,80.2,177419,94.9,85.8
2021-10-09,"South Carolina",7073085,5411793,2883004,56,2878054,65.1,2716430,67.3,860753,91.9,2484043,48.2,2481182,56.1,2349784,58.2,764570,81.6,76.5
2021-10-09,"South Dakota",1225985,979555,531291,60.1,531235,72,495762,74.3,148919,98.1,462245,52.3,462230,62.6,435818,65.3,134974,88.9,79.9
2021-10-09,"Tennessee",8848720,7071558,3642610,53.3,3641875,62.4,3446524,64.8,984325,86.1,3161093,46.3,3160913,54.2,3007365,56.5,900497,78.8,79.9
2021-10-09,"Texas",42743725,33018004,17448821,60.2,17442996,72.4,15961953,73.9,3294150,88.2,15060312,51.9,15058409,62.5,13869196,64.2,2973892,79.6,77.2
2021-10-09,"United States",487277035,401819240,216889814,65.3,216656832,76.4,202048619,78.2,51939651,94.7,187215471,56.4,187082616,66,175055065,67.8,45920386,83.7,82.5
2021-10-09,"Utah",4125880,3525024,1917035,59.8,1916367,73.9,1736511,76.3,348204,95.2,1663103,51.9,1662776,64.1,1513905,66.6,308197,84.2,85.4
2021-10-09,"Virginia",13079385,11127070,5906847,69.2,5888500,80.6,5457284,81.8,1291848,95.1,5239151,61.4,5227082,71.5,4849980,72.7,1171311,86.2,85.1
2021-10-09,"Vermont",1084560,921464,489155,78.4,488788,88.7,456290,89.5,129960,99.9,437749,70.2,437713,79.4,409048,80.2,119993,96,85
2021-10-09,"Washington",11704075,9822359,5174685,68,5173766,79.6,4822884,81,1140412,94.3,4715807,61.9,4715532,72.5,4407310,74,1073306,88.7,83.9
2021-10-09,"Wisconsin",7732595,6958234,3583861,61.6,3583319,71.7,3355442,73.7,963695,94.7,3327433,57.1,3327243,66.5,3130381,68.7,925721,91,90
2021-10-09,"West Virginia",3038725,1570226,868835,48.5,868204,55.7,825278,57.6,293405,79.9,728684,40.7,728385,46.8,697361,48.7,262373,71.5,51.7
2021-10-09,"Wyoming",690305,536884,285197,49.3,285158,58.1,269467,60.6,83897,84.6,245545,42.4,245534,50,233495,52.5,77109,77.7,77.8
2021-10-10,"Alaska",1093025,812345,423599,57.9,422255,69.3,391934,71.1,79631,86.9,374378,51.2,373512,61.3,347967,63.1,74354,81.2,74.3
2021-10-10,"Alabama",6858210,4642688,2612561,53.3,2612157,62.4,2474824,64.9,740220,87.1,2133719,43.5,2133641,51,2031388,53.2,642415,75.6,67.7
2021-10-10,"Arkansas",4178290,3092547,1698944,56.3,1695124,66.3,1580934,68.2,451184,86.1,1397776,46.3,1396287,54.6,1306054,56.4,386095,73.7,74
2021-10-10,"Arizona",10168350,8412069,4366402,60,4365431,70.3,4058733,72,1173425,89.7,3773195,51.8,3772813,60.8,3520121,62.4,1029482,78.7,82.7
2021-10-10,"California",59727005,51884934,28759567,72.8,28678770,85.2,26551589,86.7,5903885,99.9,23652949,59.9,23603993,70.2,21861437,71.4,4756474,81.5,86.9
2021-10-10,"Colorado",8414945,7351801,3817035,66.3,3805162,77.1,3536196,78.6,775634,92.1,3466075,60.2,3457948,70.1,3219115,71.5,712118,84.5,87.4
2021-10-10,"Connecticut",5770695,5161551,2753331,77.2,2751993,88.6,2545747,89.7,639503,99.9,2477042,69.5,2476569,79.7,2299373,81,583834,92.6,89.4
2021-10-10,"District of Columbia",1242045,1021712,507956,72,507839,83.3,483125,83.6,83040,95.1,430137,60.9,430085,70.5,412474,71.4,73841,84.5,82.3
2021-10-10,"Delaware",1582875,1237827,655993,67.4,655805,78.1,614936,79.8,186968,99,569270,58.5,569216,67.8,534711,69.4,166333,88.1,78.2
2021-10-10,"Florida",33596755,27416042,14538983,67.7,14530857,77.7,13712679,79.5,4370685,97.2,12518518,58.3,12516775,66.9,11853257,68.7,3830333,85.2,81.6
2021-10-10,"Georgia",14885345,10937841,5901135,55.6,5898824,65.6,5507733,67.9,1333966,87.9,4932942,46.5,4932394,54.9,4643358,57.2,1170465,77.2,73.5
2021-10-10,"Hawaii",2397360,1913720,1095641,77.4,1091819,90.2,1019468,91.3,279628,99.9,830250,58.6,828733,68.4,781897,70.1,232855,86.7,79.8
2021-10-10,"Iowa",4353845,3531857,1848242,58.6,1848152,69.1,1732224,71.3,511175,92.4,1719353,54.5,1719326,64.2,1617688,66.6,491462,88.9,81.1
2021-10-10,"Idaho",2299210,1620830,855025,47.8,0,0,852669,63.7,253130,87.1,758670,42.5,0,0,757138,56.6,236302,81.3,70.5
2021-10-10,"Illinois",18394225,15656316,8783573,69.3,8757580,80.8,8115315,82.4,1974129,96.6,6874173,54.2,6859576,63.3,6390214,64.8,1611118,78.9,85.1
2021-10-10,"Indiana",8572950,6925712,3557501,52.8,3557109,62.4,3340320,64.7,945619,87.1,3300643,49,3300489,57.9,3113784,60.3,914089,84.2,80.8
2021-10-10,"Kansas",3995115,3174120,1770311,60.8,1770170,72.2,1648655,74.5,474453,99.8,1513845,52,1513819,61.7,1413711,63.9,404798,85.1,79.5
2021-10-10,"Kentucky",5963495,5085682,2755120,61.7,2754694,72.4,2588047,74.7,711170,94.8,2387165,53.4,2387094,62.7,2252164,65,633882,84.5,85.3
2021-10-10,"Louisiana",5911410,4638613,2433221,52.3,2432943,62,2295007,64.4,644500,87,2145131,46.1,2145022,54.7,2037036,57.2,612703,82.7,78.5
2021-10-10,"Massachusetts",11242670,9995616,5397596,78.3,5380752,89.4,5004495,90.3,1194696,99.9,4722462,68.5,4710929,78.3,4389486,79.2,1043995,89.3,88.9
2021-10-10,"Maryland",10235470,8148186,4320139,71.5,4319510,83.7,3988008,84.7,930910,97,3920429,64.8,3920216,75.9,3631722,77.1,871712,90.9,79.6
2021-10-10,"Maine",2211000,1859534,1005607,74.8,1005495,84.9,946767,86.4,285731,99.9,929027,69.1,928991,78.4,876503,80,267603,93.8,84.1
2021-10-10,"Michigan",13858110,10947178,5714117,57.2,5713687,66.5,5379873,68.6,1571172,89,5258770,52.7,5258651,61.2,4963065,63.3,1483047,84,79
2021-10-10,"Minnesota",8052850,6852785,3614996,64.1,3603822,75.4,3353941,77.3,883029,95.9,3316484,58.8,3308384,69.2,3077491,71,832811,90.5,85.1
2021-10-10,"Missouri",8020505,6461604,3409470,55.6,3409055,65.1,3201963,67.2,927382,87.3,2985368,48.6,2985294,57,2813589,59,843152,79.4,80.6
2021-10-10,"Mississippi",3896935,2841097,1509351,50.7,1509123,59.9,1415657,62.2,412858,84.8,1315214,44.2,1315140,52.2,1241595,54.5,383254,78.7,72.9
2021-10-10,"Montana",1388235,1121053,592720,55.5,592574,64.6,558911,66.5,180945,87.7,524849,49.1,524801,57.2,497437,59.2,167510,81.1,80.8
2021-10-10,"North Carolina",14821450,11708232,6427692,61.3,6418843,71.4,6017662,73.5,1680505,96,5367050,51.2,5361721,59.7,5039524,61.6,1417239,80.9,79
2021-10-10,"North Dakota",955150,769160,395473,51.9,394854,62,374116,64.3,105977,88.4,342812,45,342465,53.7,325435,55.9,92983,77.6,80.5
2021-10-10,"Nebraska",2638790,2225020,1159733,60,1159450,71.7,1077906,73.9,288654,92.4,1069007,55.3,1068919,66.1,996727,68.3,275930,88.3,84.3
2021-10-10,"New Hampshire",2190590,1831342,974212,71.6,973537,81.2,915431,82.9,271153,99.9,842835,62,842626,70.3,794297,71.9,224776,88.5,83.6
2021-10-10,"New Jersey",14300935,11778899,6515675,73.4,6514844,85.5,6046569,87.1,1416440,96,5781884,65.1,5781683,75.9,5378472,77.5,1281881,86.9,82.4
2021-10-10,"New Mexico",3023035,2855233,1538766,73.4,1538458,86.1,1417569,87.5,377808,99.9,1339355,63.9,1339268,74.9,1237252,76.3,339994,90,94.4
2021-10-10,"Nevada",4118810,3481055,1898996,61.7,1898896,72.4,1775146,74.4,440742,88.9,1587472,51.5,1587433,60.5,1494670,62.6,387131,78.1,84.5
2021-10-10,"New York",30256705,26410379,14048112,72.2,14046319,83.7,13139417,85.2,3053377,92.6,12561900,64.6,12561129,74.9,11778706,76.4,2782260,84.4,87.3
2021-10-10,"Ohio",15400305,12370298,6406498,54.8,6406254,64.1,6034418,66.2,1787990,87.4,5944879,50.9,5944787,59.4,5618020,61.7,1711703,83.6,80.3
2021-10-10,"Oklahoma",5131160,4273087,2274280,57.5,2274047,68.4,2129325,70.9,591593,93.1,1919154,48.5,1919084,57.7,1801648,60,512239,80.7,83.3
2021-10-10,"Oregon",6886515,5367182,2836040,67.2,2827974,77.5,2646207,79,701693,91.6,2600062,61.6,2594325,71.1,2434631,72.7,664245,86.7,77.9
2021-10-10,"Pennsylvania",19731845,16614317,9489897,74.1,9486212,85.6,8927156,87.8,2705633,99.9,7513444,58.7,7511803,67.8,7089614,69.7,2121109,88.6,84.2
2021-10-10,"Puerto Rico",4965210,4764643,2556241,80,2554966,89.7,2353216,89.8,618431,91,2282817,71.5,2282431,80.1,2107689,80.4,557094,82,96
2021-10-10,"Rhode Island",1739855,1495405,808266,76.3,808132,87.1,753535,88.1,190382,99.9,734370,69.3,734321,79.2,686574,80.3,177490,94.9,85.9
2021-10-10,"South Carolina",7073085,5428709,2886982,56.1,2882031,65.2,2720033,67.4,861715,92,2489490,48.4,2486629,56.3,2354581,58.3,765361,81.7,76.8
2021-10-10,"South Dakota",1230665,980078,531570,60.1,531513,72,496027,74.3,149026,98.1,462431,52.3,462416,62.6,435966,65.3,134985,88.9,79.6
2021-10-10,"Tennessee",8848720,7071806,3642828,53.3,3642093,62.4,3446737,64.8,984378,86.1,3161239,46.3,3161059,54.2,3007508,56.5,900513,78.8,79.9
2021-10-10,"Texas",42743725,33081512,17465724,60.2,17459875,72.4,15976294,74,3296137,88.3,15082183,52,15080266,62.6,13887359,64.3,2975698,79.7,77.4
2021-10-10,"United States",487283605,402587449,217106207,65.4,216873090,76.5,202240836,78.3,51983074,94.8,187424186,56.5,187291292,66.1,175233992,67.9,45945280,83.8,82.6
2021-10-10,"Utah",4125880,3525056,1917133,59.8,1916465,73.9,1736605,76.3,348219,95.2,1663150,51.9,1662823,64.1,1513949,66.6,308199,84.2,85.4
2021-10-10,"Virginia",13082895,11156672,5915281,69.3,5896926,80.7,5465106,81.9,1293765,95.2,5246561,61.5,5234491,71.6,4856525,72.8,1172239,86.3,85.3
2021-10-10,"Vermont",1084560,925087,489551,78.5,489178,88.8,456658,89.5,130119,99.9,438153,70.2,438116,79.5,409412,80.3,120109,96.1,85.3
2021-10-10,"Washington",11699595,9822636,5175131,68,5174212,79.6,4823316,81,1140551,94.3,4716033,61.9,4715758,72.5,4407517,74.1,1073337,88.7,84
2021-10-10,"Wisconsin",7733765,6979615,3587675,61.6,3587133,71.7,3358935,73.7,964591,94.8,3332234,57.2,3332042,66.6,3134533,68.8,926165,91,90.2
2021-10-10,"West Virginia",3038725,1570760,869092,48.5,868461,55.7,825526,57.6,293467,80,728890,40.7,728591,46.8,697555,48.7,262406,71.5,51.7
2021-10-10,"Wyoming",690305,537038,285303,49.3,285264,58.1,269566,60.6,83922,84.6,245659,42.4,245648,50.1,233594,52.5,77124,77.8,77.8
2021-10-11,"Alaska",1093025,816717,424422,58,423077,69.5,392667,71.2,79731,87.1,375165,51.3,374298,61.5,348616,63.2,74414,81.2,74.7
2021-10-11,"Alabama",6858210,4649732,2614514,53.3,2614110,62.4,2476597,64.9,740528,87.1,2136775,43.6,2136697,51,2034055,53.3,642687,75.6,67.8
2021-10-11,"Arkansas",4178290,3105372,1701898,56.4,1698075,66.4,1583600,68.3,451742,86.2,1401646,46.4,1400155,54.8,1309456,56.5,386743,73.8,74.3
2021-10-11,"Arizona",10168250,8424216,4369237,60,4368264,70.4,4061210,72,1173882,89.7,3776517,51.9,3776135,60.8,3523032,62.5,1030042,78.7,82.8
2021-10-11,"California",59727005,51952328,28782537,72.8,28701730,85.3,26571064,86.8,5907784,99.9,23673070,59.9,23624114,70.2,21878120,71.5,4758602,81.5,87
2021-10-11,"Colorado",8414945,7357205,3818184,66.3,3806311,77.1,3537248,78.6,775865,92.1,3467510,60.2,3459383,70.1,3220428,71.6,712423,84.6,87.4
2021-10-11,"Connecticut",5770695,5172225,2756367,77.3,2755029,88.7,2548519,89.8,640458,99.9,2479614,69.5,2479141,79.8,2301586,81.1,584026,92.7,89.6
2021-10-11,"District of Columbia",1242045,1023201,508495,72.1,508378,83.4,483594,83.7,83100,95.1,430476,61,430424,70.6,412778,71.5,73872,84.6,82.4
2021-10-11,"Delaware",1582875,1240826,656824,67.5,656636,78.2,615711,79.9,187165,99.1,569945,58.5,569891,67.9,535307,69.5,166430,88.1,78.4
2021-10-11,"Florida",33596755,27466753,14551614,67.8,14543482,77.8,13723978,79.6,4372908,97.2,12536194,58.4,12534451,67,11868683,68.8,3832594,85.2,81.8
2021-10-11,"Georgia",14885345,10937849,5901452,55.6,5899141,65.6,5508038,67.9,1334035,87.9,4933080,46.5,4932532,54.9,4643483,57.2,1170476,77.2,73.5
2021-10-11,"Hawaii",2397360,1914628,1095948,77.4,1092126,90.2,1019738,91.4,279690,99.9,830504,58.7,828987,68.4,782099,70.1,232871,86.7,79.9
2021-10-11,"Iowa",4353845,3531857,1848271,58.6,1848181,69.1,1732252,71.3,511180,92.4,1719374,54.5,1719347,64.2,1617707,66.6,491463,88.9,81.1
2021-10-11,"Idaho",2298650,1620857,855082,47.8,0,0,852723,63.7,253151,87.1,758709,42.5,0,0,757175,56.6,236304,81.3,70.5
2021-10-11,"Illinois",18394225,15677272,8790284,69.4,8764291,80.9,8121415,82.4,1975655,96.7,6879645,54.3,6865048,63.3,6394981,64.9,1611811,78.9,85.2
2021-10-11,"Indiana",8572950,6925712,3557673,52.8,3557281,62.4,3340490,64.7,945668,87.1,3300743,49,3300589,57.9,3113873,60.3,914103,84.2,80.8
2021-10-11,"Kansas",3995115,3179839,1771790,60.8,1771649,72.3,1649930,74.6,474750,99.8,1515175,52,1515149,61.8,1414710,63.9,404899,85.2,79.6
2021-10-11,"Kentucky",5963495,5093392,2756783,61.7,2756357,72.4,2589554,74.7,711500,94.8,2389907,53.5,2389836,62.8,2254559,65.1,634126,84.5,85.4
2021-10-11,"Louisiana",5911410,4659022,2438041,52.4,2437763,62.1,2299313,64.6,644906,87,2151123,46.3,2151014,54.8,2042256,57.3,613163,82.7,78.8
2021-10-11,"Massachusetts",11242170,10012913,5402829,78.4,5385985,89.5,5009284,90.4,1196234,99.9,4726317,68.6,4714784,78.4,4392798,79.3,1044392,89.3,89.1
2021-10-11,"Maryland",10235470,8153435,4321813,71.5,4321183,83.7,3989518,84.7,931218,97.1,3922023,64.9,3921809,76,3633083,77.1,871829,90.9,79.7
2021-10-11,"Maine",2211000,1859986,1005995,74.8,1005883,84.9,947149,86.5,285979,99.9,929179,69.1,929143,78.4,876647,80,267611,93.8,84.1
2021-10-11,"Michigan",13858110,10964081,5717474,57.2,5717043,66.5,5382915,68.6,1571803,89,5262481,52.7,5262361,61.2,4966227,63.3,1483329,84,79.1
2021-10-11,"Minnesota",8052850,6860759,3616467,64.1,3605291,75.5,3355247,77.4,883320,96,3318229,58.8,3310129,69.3,3078995,71,833025,90.5,85.2
2021-10-11,"Missouri",8020505,6461605,3410273,55.6,3409858,65.1,3202298,67.2,927444,87.3,2986084,48.7,2986010,57,2813779,59,843161,79.4,80.6
2021-10-11,"Mississippi",3896935,2841097,1509443,50.7,1509215,59.9,1415745,62.2,412867,84.8,1315270,44.2,1315196,52.2,1241647,54.5,383256,78.7,72.9
2021-10-11,"Montana",1388235,1121053,592735,55.5,592589,64.6,558926,66.5,180950,87.7,524854,49.1,524806,57.2,497442,59.2,167510,81.1,80.8
2021-10-11,"North Carolina",14821450,11726627,6434947,61.4,6426098,71.5,6024500,73.6,1682952,96.1,5371721,51.2,5366392,59.7,5043520,61.6,1417613,81,79.1
2021-10-11,"North Dakota",955150,771017,395687,51.9,395068,62,374323,64.3,106046,88.5,342988,45,342641,53.8,325596,56,93025,77.6,80.7
2021-10-11,"Nebraska",2638790,2226007,1159808,60,1159524,71.7,1077978,73.9,288693,92.4,1069035,55.3,1068947,66.1,996750,68.3,275939,88.3,84.4
2021-10-11,"New Hampshire",2190590,1834111,976196,71.8,975521,81.4,917338,83.1,272269,99.9,843453,62,843244,70.4,794823,72,224810,88.6,83.7
2021-10-11,"New Jersey",14300935,11790705,6519327,73.4,6518496,85.6,6049800,87.1,1417213,96,5785360,65.1,5785159,75.9,5381341,77.5,1282199,86.9,82.4
2021-10-11,"New Mexico",3021865,2855280,1538924,73.4,1538616,86.1,1417720,87.5,377845,99.9,1339473,63.9,1339386,74.9,1237351,76.3,340021,90,94.5
2021-10-11,"Nevada",4118810,3486157,1900664,61.7,1900564,72.5,1776631,74.4,441021,88.9,1589008,51.6,1588969,60.6,1495990,62.7,387254,78.1,84.6
